reward_mode,gamma,epsilon_schedule,seed,row,column,has_key,q_up,q_down,q_left,q_right,max_q,best_action,is_terminal
sparse,0.5,linear,5,3,13,0,-0.19999753999723147,-4.266003332537283,-0.9425862092490281,-0.6523293839278457,-0.19999753999723147,up,False
sparse,0.5,linear,5,3,13,1,-0.1991364034192981,-4.5880534979399,-0.20396065177372188,-0.3051561227684405,-0.1991364034192981,up,False
sparse,0.5,linear,5,3,14,0,-0.1999996317016228,-0.19999956852223086,-0.20000026668423146,-0.19999995439335838,-0.19999956852223086,down,False
sparse,0.5,linear,5,3,14,1,-0.19847878927086346,-0.20555293662754143,-0.19843072365021275,-0.19833920289070797,-0.19833920289070797,right,False
sparse,0.5,linear,5,3,15,0,-0.20000773191595883,-0.20000057981504227,-0.21986942745102664,-0.20001011170790636,-0.20000057981504227,down,False
sparse,0.5,linear,5,3,15,1,-0.2022708130288807,-0.1980007008283158,-0.19815302217816563,-0.24285260549006069,-0.1980007008283158,down,False
sparse,0.5,linear,5,3,16,0,-0.9242450127441142,-0.4344977376618261,-0.20004131084081603,-0.8646535429355178,-0.20004131084081603,left,False
sparse,0.5,linear,5,3,16,1,-0.3721094385278495,-0.4511513526684259,-0.40272200946581405,-0.8238176766531976,-0.3721094385278495,up,False
sparse,0.5,linear,5,4,1,0,-0.34640856658592467,-0.43738764852966106,-1.0417284724310574,-0.2174572906070553,-0.2174572906070553,right,False
sparse,0.5,linear,5,4,1,1,-0.21140655385384455,-0.2997663080427265,-0.9526793765316018,-0.2287335829139922,-0.21140655385384455,up,False
sparse,0.5,linear,5,4,2,0,-1.2577825882823976,-1.4871838055533222,-0.2864912320866568,-3.8886756720226834,-0.2864912320866568,left,False
sparse,0.5,linear,5,4,2,1,-1.258764714332949,-1.1846847784550514,-0.22588730876814517,-3.9708551799384533,-0.22588730876814517,left,False
sparse,0.5,linear,5,4,3,0,-0.20821212807694017,-0.9034329883823908,-0.32752774257880996,-0.3676281195098317,-0.20821212807694017,up,False
sparse,0.5,linear,5,4,3,1,-0.20602286787405208,-0.9705234245314154,-0.297221657190866,-0.39552077827256965,-0.20602286787405208,up,False
sparse,0.5,linear,5,4,4,0,-0.675269284062335,-1.010359404236834,-3.2704819143030335,-0.2593263569400055,-0.2593263569400055,right,False
sparse,0.5,linear,5,4,4,1,-1.2577913047559854,-1.902789773793157,-4.536514401755516,-0.2936370810099345,-0.2936370810099345,right,False
sparse,0.5,linear,5,4,5,0,-0.20297625770053762,-0.9403023849689933,-0.3405476256180501,-0.3889629155207387,-0.20297625770053762,up,False
sparse,0.5,linear,5,4,5,1,-0.20526679724370123,-1.0043538832005905,-0.3579107995216221,-0.3912173988133628,-0.20526679724370123,up,False
sparse,0.5,linear,5,4,6,0,-0.19985379624878669,-0.20016942269302684,-0.20187941517666153,-0.19912652310901846,-0.19912652310901846,right,False
sparse,0.5,linear,5,4,6,1,-0.1999550174413443,-0.200282679758718,-0.20303194311279738,-0.19964418090768876,-0.19964418090768876,right,False
sparse,0.5,linear,5,4,7,0,-0.19929411254814233,-0.1992306596734923,-0.19954623161261043,-0.19737952113546675,-0.19737952113546675,right,False
sparse,0.5,linear,5,4,7,1,-0.19966774890134575,-0.19972293650359801,-0.1996916090218013,-0.19967853649267275,-0.19966774890134575,up,False
sparse,0.5,linear,5,4,8,0,-0.19904203525130873,-0.19593595199246908,-0.19843658825104146,-0.19786526889125453,-0.19593595199246908,down,False
sparse,0.5,linear,5,4,8,1,-0.19961835056775026,-0.1995671881193374,-0.19959975814202013,-0.19922893173399311,-0.19922893173399311,right,False
sparse,0.5,linear,5,4,9,0,-0.19945285236497654,-0.19912832632938482,-0.197464271250651,-0.1995935895372669,-0.197464271250651,left,False
sparse,0.5,linear,5,4,9,1,-0.19953551779587164,-0.19948797244594704,-0.19957783417645017,-0.1994805880173953,-0.1994805880173953,right,False
sparse,0.5,linear,5,4,10,0,-0.19961704596114643,-0.19972332904425177,-0.1992631749406425,-0.19978845385028535,-0.1992631749406425,left,False
sparse,0.5,linear,5,4,10,1,-0.19925064354240843,-0.19920424184867042,-0.1992438600045202,-0.19918333819715986,-0.19918333819715986,right,False
sparse,0.5,linear,5,4,11,0,-0.19986922068600801,-0.19989092177801812,-0.19970187341090972,-0.19995423593904982,-0.19970187341090972,left,False
sparse,0.5,linear,5,4,11,1,-0.20136623672171802,-0.19891972564189317,-0.19885539492730267,-0.19884376248243907,-0.19884376248243907,right,False
sparse,0.5,linear,5,4,12,0,-0.9069292449492639,-0.9362943764514485,-0.1998764329331514,-3.568482198239506,-0.1998764329331514,left,False
sparse,0.5,linear,5,4,12,1,-0.3466587238641609,-0.7128041993314608,-0.19884345087516966,-4.450653156299287,-0.19884345087516966,left,False
sparse,0.5,linear,5,4,13,0,-0.20000040442704153,-0.20000076684161391,-0.1999867970054711,-0.19999924359311266,-0.1999867970054711,left,False
sparse,0.5,linear,5,4,13,1,-0.19642542667880242,-0.19575846759028193,-0.19623880435286653,-0.1961923893415045,-0.19575846759028193,down,False
sparse,0.5,linear,5,4,14,0,-0.7267603614957359,-0.46595725965418183,-3.127336292856351,-0.19999935185767417,-0.19999935185767417,right,False
sparse,0.5,linear,5,4,14,1,-0.5909365418061184,-0.27220713683918646,-3.216704342699749,-0.19743026370607603,-0.19743026370607603,right,False
sparse,0.5,linear,5,4,15,0,-0.19999968189929918,-0.19999924437346206,-0.1999992595721456,-0.1999992190539605,-0.1999992190539605,right,False
sparse,0.5,linear,5,4,15,1,-0.1980660027197614,-0.1974256900493603,-0.19740311546547265,-0.1973060111336762,-0.1973060111336762,right,False
sparse,0.5,linear,5,4,16,0,-0.3692893375579194,-0.2030563828959841,-0.19999919866644075,-0.8653521542084799,-0.19999919866644075,left,False
sparse,0.5,linear,5,4,16,1,-0.2557704115724652,-0.4018861191203841,-0.19905696456039448,-0.8821103182163994,-0.19905696456039448,left,False
sparse,0.5,linear,5,5,1,0,-0.5584450828025962,-0.4247856578134357,-0.9341050341718864,-1.0341105473802026,-0.4247856578134357,down,False
sparse,0.5,linear,5,5,1,1,-0.4555834271392538,-0.2797659469093422,-1.0981444188071203,-0.9421802367456245,-0.2797659469093422,down,False
sparse,0.5,linear,5,5,6,0,-0.5266970048035845,-0.24366017174253987,-0.8727636828840363,-0.19925406959829817,-0.19925406959829817,right,False
sparse,0.5,linear,5,5,6,1,-0.347077892997479,-0.29607415168855467,-0.9694057375479467,-0.19979525129306153,-0.19979525129306153,right,False
sparse,0.5,linear,5,5,7,0,-0.19800291721246605,-0.9541506279936469,-0.27522457890742075,-0.24768231674276292,-0.19800291721246605,up,False
sparse,0.5,linear,5,5,7,1,-0.1997529668500914,-0.8007288456506705,-0.27593290166872275,-0.2495799046951203,-0.1997529668500914,up,False
sparse,0.5,linear,5,5,8,0,-0.19755195221518174,-0.9864779374210108,-0.20636943664023166,-0.250525203781119,-0.19755195221518174,up,False
sparse,0.5,linear,5,5,8,1,-0.19972844054097827,-0.9623242124017256,-0.2477284687712368,-0.31598603481582105,-0.19972844054097827,up,False
sparse,0.5,linear,5,5,9,0,-0.19862880787012543,-0.9566636582965296,-0.34758131499828004,-0.21966997812573738,-0.19862880787012543,up,False
sparse,0.5,linear,5,5,9,1,-0.19948340903789258,-0.8780728884568513,-0.33954033765707214,-0.27869236563123123,-0.19948340903789258,up,False
sparse,0.5,linear,5,5,10,0,-0.1996250738785925,-0.848736381145968,-0.23631540199897316,-0.2757186530927648,-0.1996250738785925,up,False
sparse,0.5,linear,5,5,10,1,-0.1991538114909188,-0.7481954976287027,-0.25053868731181916,-0.29698741955090807,-0.1991538114909188,up,False
sparse,0.5,linear,5,5,11,0,-0.1998592005231262,-0.20003494302108588,-0.20059373495901087,-0.19997119995359888,-0.1998592005231262,up,False
sparse,0.5,linear,5,5,11,1,-0.19813619118728695,-0.1980623528691969,-0.2447323194794473,-0.1980378498514263,-0.1980378498514263,right,False
sparse,0.5,linear,5,5,12,0,-0.19994705026150847,-0.19998547779967407,-0.1999943661039214,-0.1999977733297855,-0.19994705026150847,up,False
sparse,0.5,linear,5,5,12,1,-0.19713476452343962,-0.19594099671991097,-0.1968286459660289,-0.1966522110268095,-0.19594099671991097,down,False
sparse,0.5,linear,5,5,13,0,-3.969338491928037,-0.19999744949002948,-1.2739407553064799,-0.22377775289209634,-0.19999744949002948,down,False
sparse,0.5,linear,5,5,13,1,-3.5993140910968267,-0.19331995669176089,-0.7779592845158197,-0.20878808258539322,-0.19331995669176089,down,False
sparse,0.5,linear,5,5,14,0,-0.19999900494167083,-0.1999984516730139,-0.199998478146238,-0.19999863784166572,-0.1999984516730139,down,False
sparse,0.5,linear,5,5,14,1,-0.19579049869649062,-0.19086496483778004,-0.19482143743975341,-0.19426716864286975,-0.19086496483778004,down,False
sparse,0.5,linear,5,5,15,0,-0.19999872100463933,-0.19999864357121652,-0.1999987624082785,-0.19999888347692676,-0.19999864357121652,down,False
sparse,0.5,linear,5,5,15,1,-0.1960724488511665,-0.19422249844214,-0.19546785158279048,-0.19557262014878993,-0.19422249844214,down,False
sparse,0.5,linear,5,5,16,0,-0.35275903752614807,-0.2415737066729014,-0.19999890537189438,-0.973684190349293,-0.19999890537189438,left,False
sparse,0.5,linear,5,5,16,1,-0.34260560830976095,-0.31141196735425164,-0.19588055655260564,-0.8872117170324058,-0.19588055655260564,left,False
sparse,0.5,linear,5,6,1,0,-0.3979708309917254,-0.26941961318891416,-0.9362374462246791,-0.19829720592647748,-0.19829720592647748,right,False
sparse,0.5,linear,5,6,1,1,-0.4223402169228975,-0.5310577988358971,-0.8380414573321658,-0.2016016981767391,-0.2016016981767391,right,False
sparse,0.5,linear,5,6,2,0,-1.0001571666465061,-0.19662004024754165,-0.22334051150227358,-0.4780172496832516,-0.19662004024754165,down,False
sparse,0.5,linear,5,6,2,1,-0.9755539200375911,-0.20018122921692377,-0.24942425568804408,-0.3041191648597854,-0.20018122921692377,down,False
sparse,0.5,linear,5,6,3,0,-1.0137013460335094,-0.19188041305175274,-0.19980378849962893,-0.2874589979882763,-0.19188041305175274,down,False
sparse,0.5,linear,5,6,3,1,-1.0911457197154601,-0.19999862191522083,-0.26135411842585854,-0.28887252205319147,-0.19999862191522083,down,False
sparse,0.5,linear,5,6,4,0,-1.0617360604971953,-0.1965659033340213,-0.24046124488430387,-0.3210556870070056,-0.1965659033340213,down,False
sparse,0.5,linear,5,6,4,1,-0.8879626096996772,-0.19998148384948172,-0.24668902720425337,-0.4016356584009478,-0.19998148384948172,down,False
sparse,0.5,linear,5,6,5,0,-0.9164435334065087,-0.19737371071378584,-0.23442243363609,-0.2759778438979764,-0.19737371071378584,down,False
sparse,0.5,linear,5,6,5,1,-0.7805118288751395,-0.1999617818014966,-0.31498909462916563,-0.34622382537449303,-0.1999617818014966,down,False
sparse,0.5,linear,5,6,6,0,-0.20447748392449586,-0.3568076174878095,-0.1989881932940316,-1.0067192920699983,-0.1989881932940316,left,False
sparse,0.5,linear,5,6,6,1,-0.3249449805755054,-0.29158183739781157,-0.19994844046469118,-0.9055831145060523,-0.19994844046469118,left,False
sparse,0.5,linear,5,6,11,0,-0.205940196903377,-0.3659708696356647,-1.0440153071775455,-0.19997826091380902,-0.19997826091380902,right,False
sparse,0.5,linear,5,6,11,1,-0.21259170690570042,-0.3672327662275048,-0.8491663325880735,-0.19665152408254497,-0.19665152408254497,right,False
sparse,0.5,linear,5,6,12,0,-0.19999728148372667,-0.1999843728929114,-0.19999525257674725,-0.19999727928134625,-0.1999843728929114,down,False
sparse,0.5,linear,5,6,12,1,-0.19641694907920682,-0.1906560456276975,-0.197322597766415,-0.21935613467115955,-0.1906560456276975,down,False
sparse,0.5,linear,5,6,13,0,-0.1999976040754319,-0.1999919284284446,-0.1999958971043796,-0.1999976546522063,-0.1999919284284446,down,False
sparse,0.5,linear,5,6,13,1,-0.19583219629992712,-0.17923055098635826,-0.19340001504429485,-0.19142026690934363,-0.17923055098635826,down,False
sparse,0.5,linear,5,6,14,0,-0.19999816136357304,-0.1999972225921175,-0.19999735412837027,-0.19999790266976952,-0.1999972225921175,down,False
sparse,0.5,linear,5,6,14,1,-0.19551769808754893,-0.17512921081619742,-0.18696999263043323,-0.6330008937089768,-0.17512921081619742,down,False
sparse,0.5,linear,5,6,15,0,-0.19999826823354305,-0.20007138089595095,-0.19999822872202475,-0.1999982817083971,-0.19999822872202475,left,False
sparse,0.5,linear,5,6,15,1,-0.19380395008696744,-0.18468861489133032,-0.18982513663107678,-0.19453102763444233,-0.18468861489133032,down,False
sparse,0.5,linear,5,6,16,0,-0.27058095339149196,-0.21927257742150033,-0.199998459328378,-0.9045428957247439,-0.199998459328378,left,False
sparse,0.5,linear,5,6,16,1,-0.22335028658108302,-0.23223776571115906,-0.19374782939008497,-0.9726009468075228,-0.19374782939008497,left,False
sparse,0.5,linear,5,7,1,0,-0.24396226495022538,-0.21137638492003508,-0.9057038820829151,-0.19657236501791092,-0.19657236501791092,right,False
sparse,0.5,linear,5,7,1,1,-0.31032536381519665,-0.23638965190054168,-0.8407967702122663,-0.20062364487961015,-0.20062364487961015,right,False
sparse,0.5,linear,5,7,2,0,-0.19617896387903924,-0.19633519806769328,-0.1977309201486814,-0.19200506262183886,-0.19200506262183886,right,False
sparse,0.5,linear,5,7,2,1,-0.20013220295604064,-0.20048778471071077,-0.20057896777902554,-0.20004212288464765,-0.20004212288464765,right,False
sparse,0.5,linear,5,7,3,0,-0.19543003140126536,-0.18292747956820962,-0.1955811063038852,-0.19409175001429357,-0.18292747956820962,down,False
sparse,0.5,linear,5,7,3,1,-0.19999682877061406,-0.20002470651922907,-0.20004611406964734,-0.19998786279276617,-0.19998786279276617,right,False
sparse,0.5,linear,5,7,4,0,-0.1963614844817265,-0.19569736954382255,-0.1923463082769146,-0.19616124723426992,-0.1923463082769146,left,False
sparse,0.5,linear,5,7,4,1,-0.19997309135637187,-0.19997402882626258,-0.1999778713699718,-0.19996540451796704,-0.19996540451796704,right,False
sparse,0.5,linear,5,7,5,0,-0.19872527009056445,-0.19680272111916244,-0.19651929162180434,-0.19823291006599508,-0.19651929162180434,left,False
sparse,0.5,linear,5,7,5,1,-0.19995994284182983,-0.19993693848531804,-0.19995729541285606,-0.19990966331216,-0.19990966331216,right,False
sparse,0.5,linear,5,7,6,0,-0.19918344890681314,-0.19824423640258193,-0.19773054702502993,-0.1993415126763164,-0.19773054702502993,left,False
sparse,0.5,linear,5,7,6,1,-0.19990427498678326,-0.19980061348001507,-0.19991159784454712,-0.1998278984449443,-0.19980061348001507,down,False
sparse,0.5,linear,5,7,7,0,-1.0725298253388118,-0.19915093857842306,-0.2795579207027853,-0.26801229608799754,-0.19915093857842306,down,False
sparse,0.5,linear,5,7,7,1,-0.9644328860672846,-0.19955791600602246,-0.20697832184718307,-0.3323898609238383,-0.19955791600602246,down,False
sparse,0.5,linear,5,7,8,0,-0.9379457254018481,-0.1987923562249868,-0.2570847086413265,-0.21489951890473968,-0.1987923562249868,down,False
sparse,0.5,linear,5,7,8,1,-0.759178613290237,-0.1989999193638461,-0.27966598341325516,-0.31546030721739077,-0.1989999193638461,down,False
sparse,0.5,linear,5,7,9,0,-0.9578153275169962,-0.1993796952705528,-0.22711185239369786,-0.24014349977375568,-0.1993796952705528,down,False
sparse,0.5,linear,5,7,9,1,-1.014657629787142,-0.19790400173790554,-0.3463829946039318,-0.2508784424246991,-0.19790400173790554,down,False
sparse,0.5,linear,5,7,10,0,-0.8767857810476738,-0.19969339984789358,-0.2345046462636181,-0.36199916361866097,-0.19969339984789358,down,False
sparse,0.5,linear,5,7,10,1,-0.9617767103350598,-0.19676616026898036,-0.22270470839319156,-0.376354158315817,-0.19676616026898036,down,False
sparse,0.5,linear,5,7,11,0,-0.19998543178557132,-0.1998718946125975,-0.1999169686426047,-0.19996909741260366,-0.1998718946125975,down,False
sparse,0.5,linear,5,7,11,1,-0.19707500332764302,-0.19148561724176177,-0.1966995160781073,-0.35711763564675075,-0.19148561724176177,down,False
sparse,0.5,linear,5,7,12,0,-0.1999901917098416,-0.19994321987407235,-0.19996649190041835,-0.19998672521106026,-0.19994321987407235,down,False
sparse,0.5,linear,5,7,12,1,-0.1945175380134265,-0.17544556069338055,-0.2083802794983105,-0.1806413946275852,-0.17544556069338055,down,False
sparse,0.5,linear,5,7,13,0,-0.2272509567711344,-0.19997713007510834,-0.19998014718745027,-0.19999693501150412,-0.19997713007510834,down,False
sparse,0.5,linear,5,7,13,1,-0.1961044684945149,-0.14580715834781674,-0.18709903878628087,-0.17304301140567221,-0.14580715834781674,down,False
sparse,0.5,linear,5,7,14,0,-0.1999971278835849,-0.1999942100353193,-0.19999188297452722,-0.1999975575520326,-0.19999188297452722,left,False
sparse,0.5,linear,5,7,14,1,-0.1891104529724227,-0.1229722486806119,-0.18126858668169607,-0.1867883290263747,-0.1229722486806119,down,False
sparse,0.5,linear,5,7,15,0,-0.1999978766259386,-0.1999973921072733,-0.19999692249482154,-0.1999977162579067,-0.19999692249482154,left,False
sparse,0.5,linear,5,7,15,1,-0.2102323568487553,-0.15139976050067358,-0.17422170291133243,-0.1916543246916078,-0.15139976050067358,down,False
sparse,0.5,linear,5,7,16,0,-0.31259961959889526,-0.28159802530989475,-0.19999755464929644,-0.9483312965913578,-0.19999755464929644,left,False
sparse,0.5,linear,5,7,16,1,-0.22122338337514988,-0.19105037302593258,-0.18571211214593478,-0.8654473347752624,-0.18571211214593478,left,False
sparse,0.5,linear,5,8,1,0,-0.29957541700414636,-0.48770352303426445,-0.8548387496505951,-0.20333190282138416,-0.20333190282138416,right,False
sparse,0.5,linear,5,8,1,1,-0.3640473015119431,-0.5036879170320916,-0.991908695471394,-0.2529492852780524,-0.2529492852780524,right,False
sparse,0.5,linear,5,8,2,0,-0.1953411366521281,-3.046875015042843,-0.4635054276471541,-0.6584504231625804,-0.1953411366521281,up,False
sparse,0.5,linear,5,8,2,1,-0.2002030941319971,-4.338016177636868,-0.4172333259308542,-0.27972867905619814,-0.2002030941319971,up,False
sparse,0.5,linear,5,8,3,0,-0.19343855597955736,-0.08831612444268704,-0.19473397776694665,-0.18775570537658395,-0.08831612444268704,down,False
sparse,0.5,linear,5,8,3,1,-0.20001372761957115,-0.2030984286607518,-0.2006768969540945,-0.20123247098173008,-0.20001372761957115,up,False
sparse,0.5,linear,5,8,4,0,-0.1958359397294054,-0.194450028126816,-0.17738730968043626,-0.19530307232996783,-0.17738730968043626,left,False
sparse,0.5,linear,5,8,4,1,-0.19997464136529305,-0.20011430278224504,-0.2000700163066566,-0.1999535201849683,-0.1999535201849683,right,False
sparse,0.5,linear,5,8,5,0,-0.19653578551053177,-0.19751206728091963,-0.19284906900642834,-0.19810761482555364,-0.19284906900642834,left,False
sparse,0.5,linear,5,8,5,1,-0.19989372098496122,-0.19991619976936825,-0.19997077378877637,-0.1997914251292843,-0.1997914251292843,right,False
sparse,0.5,linear,5,8,6,0,-0.19878023300184666,-0.19844215568969464,-0.19741579748861054,-0.1991543141741482,-0.19741579748861054,left,False
sparse,0.5,linear,5,8,6,1,-0.1998462738510746,-0.1997936952410003,-0.19988759774067513,-0.19956216045862746,-0.19956216045862746,right,False
sparse,0.5,linear,5,8,7,0,-0.1991485516635695,-0.19866305916264806,-0.19809382010255422,-0.1987484677021129,-0.19809382010255422,left,False
sparse,0.5,linear,5,8,7,1,-0.1996840384945095,-0.1992244186399685,-0.1997297364352131,-0.1989029214954581,-0.1989029214954581,right,False
sparse,0.5,linear,5,8,8,0,-0.19937223357713216,-0.19742476718489163,-0.1987766101161602,-0.19900088077875505,-0.19742476718489163,down,False
sparse,0.5,linear,5,8,8,1,-0.19952758598410425,-0.1976020577668538,-0.1993431070411781,-0.19863874073230378,-0.1976020577668538,down,False
sparse,0.5,linear,5,8,9,0,-0.1996320438605552,-0.19871807735506267,-0.1986970427514826,-0.1996276380901006,-0.1986970427514826,left,False
sparse,0.5,linear,5,8,9,1,-0.19875482282988793,-0.19357404583630033,-0.19872918338547682,-0.19608551744544134,-0.19357404583630033,down,False
sparse,0.5,linear,5,8,10,0,-0.1998097377601908,-0.19938926967482012,-0.19936227540305884,-0.19986407864482839,-0.19936227540305884,left,False
sparse,0.5,linear,5,8,10,1,-0.19682193271110493,-0.19078718100303388,-0.19889595543607505,-0.18793848242360575,-0.18793848242360575,right,False
sparse,0.5,linear,5,8,11,0,-0.19993592265729823,-0.19972639843468545,-0.21420529164848515,-0.19990547992250324,-0.19972639843468545,down,False
sparse,0.5,linear,5,8,11,1,-0.196774530258828,-0.17207554076228057,-0.19324623362198945,-0.308568086490529,-0.17207554076228057,down,False
sparse,0.5,linear,5,8,12,0,-0.19997595765453105,-0.19987157492005653,-0.19987952378333534,-0.19997651539860767,-0.19987157492005653,down,False
sparse,0.5,linear,5,8,12,1,-0.1848454738739816,-0.14327356734463084,-0.18505324715119853,-0.1527618206493231,-0.14327356734463084,down,False
sparse,0.5,linear,5,8,13,0,-0.1999911381741713,-0.19995855114215372,-0.19994035044787906,-0.19999392104213704,-0.19994035044787906,left,False
sparse,0.5,linear,5,8,13,1,-0.17756429341617475,-0.06362046323836716,-0.16839391626198968,-0.12464780373745377,-0.06362046323836716,down,False
sparse,0.5,linear,5,8,14,0,-0.1999965270143976,-0.1999946107306658,-0.19997746697765167,-0.19999640855467365,-0.19997746697765167,left,False
sparse,0.5,linear,5,8,14,1,-0.16797295056760067,-0.022911936425060543,-0.1391381643749952,-0.1542481879004567,-0.022911936425060543,down,False
sparse,0.5,linear,5,8,15,0,-0.1999970259211146,-0.19999667026505577,-0.19999477248074768,-0.1999965368679011,-0.19999477248074768,left,False
sparse,0.5,linear,5,8,15,1,-0.18717771284774087,-0.08375708850076123,-0.12398764294372415,-0.18556353984527554,-0.08375708850076123,down,False
sparse,0.5,linear,5,8,16,0,-0.2597979535974958,-0.2761790544471328,-0.19999656995605747,-0.9212433491103555,-0.19999656995605747,left,False
sparse,0.5,linear,5,8,16,1,-0.23657971119403706,-0.3226896740022267,-0.15750059978052397,-0.8784837291618985,-0.15750059978052397,left,False
sparse,0.5,linear,5,9,1,0,-1.0879858824264579,-0.44039015112561286,-0.921933206476036,-3.5951910119160853,-0.44039015112561286,down,False
sparse,0.5,linear,5,9,1,1,-0.6098935360463449,-1.3407990969180577,-1.3747434619604157,-4.141657223960725,-0.6098935360463449,up,False
sparse,0.5,linear,5,9,2,0,-0.18040920251845288,1.2023499577975183,-0.1155143257601457,0.12509052566999715,1.2023499577975183,down,False
sparse,0.5,linear,5,9,2,1,-0.24885183107907632,-0.22821549623824516,-0.3430916517667351,-0.20210389962603556,-0.20210389962603556,right,False
sparse,0.5,linear,5,9,3,0,-1.0507673347235698,0.3617910044657472,-3.4642345801831533,-0.1803343787345314,0.3617910044657472,down,False
sparse,0.5,linear,5,9,3,1,-1.1957936377734764,-0.8478979231312949,-4.027192964546364,-0.2043746181869891,-0.2043746181869891,right,False
sparse,0.5,linear,5,9,4,0,-0.1925977390335733,-4.226829641571849,-0.9762801476793089,-0.9964049290286988,-0.1925977390335733,up,False
sparse,0.5,linear,5,9,4,1,-0.20008721273698676,-3.989138719365835,-0.5026434749400895,-0.23013211103823622,-0.20008721273698676,up,False
sparse,0.5,linear,5,9,5,0,-0.19683768973479707,-0.24410848820631237,-0.20142190358491868,-0.20387424834180728,-0.19683768973479707,up,False
sparse,0.5,linear,5,9,5,1,-0.1999278247052179,-0.2551641272197267,-0.21105941834128136,-0.20809170475215982,-0.1999278247052179,up,False
sparse,0.5,linear,5,9,6,0,-0.19875126436198332,-0.2004656911897108,-0.1987997402812613,-0.19924851835254448,-0.19875126436198332,up,False
sparse,0.5,linear,5,9,6,1,-0.1998333402186287,-0.20446930023891718,-0.20094881697246333,-0.20000411368609258,-0.1998333402186287,up,False
sparse,0.5,linear,5,9,7,0,-0.1991455713744229,-0.1986337679125494,-0.19908642643244,-0.19736291957907745,-0.19736291957907745,right,False
sparse,0.5,linear,5,9,7,1,-0.19929297955701203,-0.19963256165128357,-0.1996414295289441,-0.19749393105441534,-0.19749393105441534,right,False
sparse,0.5,linear,5,9,8,0,-0.1986052957568752,-0.192814590674309,-0.19775273902604587,-0.19781280377755595,-0.192814590674309,down,False
sparse,0.5,linear,5,9,8,1,-0.19881535907379275,-0.19446314568747605,-0.1988854604846806,-0.19487730064108183,-0.19446314568747605,down,False
sparse,0.5,linear,5,9,9,0,-0.19888212536051708,-0.19707071165839074,-0.19753955086281919,-0.19923438550130373,-0.19707071165839074,down,False
sparse,0.5,linear,5,9,9,1,-0.19690194469373828,-0.1904673013475288,-0.19730839641554923,-0.18448342936545897,-0.18448342936545897,right,False
sparse,0.5,linear,5,9,10,0,-0.19942107643616286,-0.19871081222615491,-0.1986473164682239,-0.199629889923337,-0.1986473164682239,left,False
sparse,0.5,linear,5,9,10,1,-0.19288514929685854,-0.16797005684887464,-0.19449448316602835,-0.17618375227493543,-0.16797005684887464,down,False
sparse,0.5,linear,5,9,11,0,-0.19977882210183132,-0.19941398148494716,-0.19992681946998905,-0.1998417642015467,-0.19941398148494716,down,False
sparse,0.5,linear,5,9,11,1,-0.18351058884796517,-0.13448631892208743,-0.17989138070838162,-0.1456172611313018,-0.13448631892208743,down,False
sparse,0.5,linear,5,9,12,0,-0.19990406497180152,-0.1997591261631055,-0.19972741170808525,-0.19991624866819804,-0.19972741170808525,left,False
sparse,0.5,linear,5,9,12,1,-0.15042821523599872,-0.059785802653554904,-0.16831546598685435,-0.0859269005794265,-0.059785802653554904,down,False
sparse,0.5,linear,5,9,13,0,-0.19995550263595258,-0.19991723766941602,-0.19988451020471845,-0.19999105777951076,-0.19988451020471845,left,False
sparse,0.5,linear,5,9,13,1,-0.14725275040161423,0.1358236524394627,-0.1009105367561833,0.005535960301161513,0.1358236524394627,down,False
sparse,0.5,linear,5,9,14,0,-0.1999940286262458,-0.19998011693255646,-0.2000544145810844,-0.19999576739935374,-0.19998011693255646,down,False
sparse,0.5,linear,5,9,14,1,-0.10893670702683814,0.382112518936356,-0.052195913176680056,-0.02379984374969422,0.382112518936356,down,False
sparse,0.5,linear,5,9,15,0,-0.19999604143865352,-0.19999592039898356,-0.19999411304332793,-0.19999619113116907,-0.19999411304332793,left,False
sparse,0.5,linear,5,9,15,1,-0.1270281779914318,0.05545525860128827,-0.0009253214346025326,-0.13879396528081853,0.05545525860128827,down,False
sparse,0.5,linear,5,9,16,0,-0.22106999666289406,-0.3447315756132243,-0.19999635447739159,-0.8096638476541563,-0.19999635447739159,left,False
sparse,0.5,linear,5,9,16,1,-0.21912800176640457,-0.15656991358065722,-0.09944797993208987,-0.8682454027580514,-0.09944797993208987,left,False
sparse,0.5,linear,5,10,1,0,-0.00147117467138691,1.7050502137658898,-0.09341142931331418,1.3394865332737216,1.7050502137658898,down,False
sparse,0.5,linear,5,10,1,1,-0.43527344232658854,-0.30810738525286585,-0.9283397783873074,-0.2449898405926055,-0.2449898405926055,right,False
sparse,0.5,linear,5,10,2,0,-3.2877025887623827,3.918350927166818,0.7350333898974081,-0.03854161692813533,3.918350927166818,down,False
sparse,0.5,linear,5,10,2,1,-4.319163703798415,-0.20434026586124493,-0.2765761888074022,-0.6974660616211509,-0.20434026586124493,down,False
sparse,0.5,linear,5,10,3,0,-0.701326206369135,-0.606301561642578,1.4511266457980738,-3.6004172269134047,1.4511266457980738,left,False
sparse,0.5,linear,5,10,3,1,-0.40208463207174827,-1.2647525739219991,-0.2383778683651982,-3.91887300477027,-0.2383778683651982,left,False
sparse,0.5,linear,5,10,4,0,-0.15452089481061476,-0.5662925973177775,0.25892564639343424,-0.26790912956311536,0.25892564639343424,left,False
sparse,0.5,linear,5,10,4,1,-0.20372211657017902,-0.9350810807739321,-0.29167243758752637,-0.39630270922991684,-0.20372211657017902,up,False
