reward_mode,gamma,row,column,has_key,value,best_action,is_terminal
sparse,0.9,1,14,1,11.424968849652068,down,False
sparse,0.9,1,15,0,0.9320092855813572,down,False
sparse,0.9,1,15,1,11.470015548917432,down,False
sparse,0.9,1,16,0,0.6181255095600835,left,False
sparse,0.9,1,16,1,10.822529046330787,down,False
sparse,0.9,2,1,0,3.645596840062603,down,False
sparse,0.9,2,1,1,4.144752675034053,right,False
sparse,0.9,2,2,0,3.2103496317011455,down,False
sparse,0.9,2,2,1,4.912383403253959,right,False
sparse,0.9,2,3,0,2.657559081134953,left,False
sparse,0.9,2,3,1,5.787372142328869,right,False
sparse,0.9,2,4,0,2.4341833038656615,down,False
sparse,0.9,2,4,1,6.779332763821432,right,False
sparse,0.9,2,5,0,2.8615426244743034,right,False
sparse,0.9,2,5,1,7.849812579264975,right,False
sparse,0.9,2,6,0,3.390567208585701,down,False
sparse,0.9,2,6,1,9.062938106405813,down,False
sparse,0.9,2,7,0,3.972496746719006,down,False
sparse,0.9,2,7,1,10.396144692351372,down,False
sparse,0.9,2,8,0,4.445317704961111,down,False
sparse,0.9,2,8,1,11.463064537073876,down,False
sparse,0.9,2,9,0,3.9723703692549797,down,False
sparse,0.9,2,9,1,10.545966568338729,down,False
sparse,0.9,2,10,0,3.3898740193831403,down,False
sparse,0.9,2,10,1,9.872028885298246,down,False
sparse,0.9,2,11,0,2.8613504323979493,left,False
sparse,0.9,2,11,1,10.806711510919639,down,False
sparse,0.9,2,12,0,2.3956955726407227,left,False
sparse,0.9,2,12,1,11.683850641609144,down,False
sparse,0.9,2,13,0,1.9369910338263825,left,False
sparse,0.9,2,13,1,11.662000982629458,down,False
sparse,0.9,2,14,0,1.5410671872517003,left,False
sparse,0.9,2,14,1,13.294178841781351,down,False
sparse,0.9,2,15,0,1.2015753608279531,left,False
sparse,0.9,2,15,1,13.288528803165244,down,False
sparse,0.9,2,16,0,0.9049725342344291,left,False
sparse,0.9,2,16,1,12.508611156608954,down,False
sparse,0.9,3,1,0,4.470224524449813,down,False
sparse,0.9,3,1,1,4.324214351652011,right,False
sparse,0.9,3,2,0,3.809813331657452,left,False
sparse,0.9,3,2,1,5.1734051752877495,right,False
sparse,0.9,3,3,0,2.7159489220881063,left,False
sparse,0.9,3,3,1,6.19616292942826,right,False
sparse,0.9,3,4,0,2.829811319945595,right,False
sparse,0.9,3,4,1,7.798308402315405,right,False
sparse,0.9,3,5,0,3.3774998675586443,right,False
sparse,0.9,3,5,1,9.044366096014473,right,False
sparse,0.9,3,6,0,3.9937550905254207,down,False
sparse,0.9,3,6,1,10.445558266611584,right,False
sparse,0.9,3,7,0,4.676759867360823,down,False
sparse,0.9,3,7,1,12.012228408941944,down,False
sparse,0.9,3,8,0,5.319832867393683,down,False
sparse,0.9,3,8,1,13.442047949460786,down,False
sparse,0.9,3,9,0,4.67667099175555,down,False
sparse,0.9,3,9,1,12.119178000451718,down,False
sparse,0.9,3,10,0,3.992832148936634,left,False
sparse,0.9,3,10,1,11.180955358562489,down,False
sparse,0.9,3,11,0,3.389037707264051,left,False
sparse,0.9,3,11,1,12.453725490969408,down,False
sparse,0.9,3,12,0,2.8560265577602992,left,False
sparse,0.9,3,12,1,13.557870162763505,down,False
sparse,0.9,3,13,0,1.8833109826606538,left,False
sparse,0.9,3,13,1,13.213858790450432,right,False
sparse,0.9,3,14,0,1.5021101441320166,left,False
sparse,0.9,3,14,1,15.484209945916428,down,False
sparse,0.9,3,15,0,1.2014016700489634,left,False
sparse,0.9,3,15,1,15.369830143486272,down,False
sparse,0.9,3,16,0,0.9356330953099482,left,False
sparse,0.9,3,16,1,14.412317444762882,down,False
sparse,0.9,4,1,0,5.437529329722443,down,False
sparse,0.9,4,1,1,3.625943163241838,right,False
sparse,0.9,4,2,0,4.470224524449813,left,False
sparse,0.9,4,2,1,4.111703997850515,up,False
sparse,0.9,4,3,0,3.5967000665843907,left,False
sparse,0.9,4,3,1,7.227970966128545,right,False
sparse,0.9,4,4,0,3.099276866171798,right,False
sparse,0.9,4,4,1,8.62472071601171,right,False
sparse,0.9,4,5,0,3.8273040686406006,right,False
sparse,0.9,4,5,1,10.189789021336484,right,False
sparse,0.9,4,6,0,4.678988492198149,right,False
sparse,0.9,4,6,1,12.012104251076245,right,False
sparse,0.9,4,7,0,5.47019020992792,right,False
sparse,0.9,4,7,1,13.836588679854763,down,False
sparse,0.9,4,8,0,6.358366791768345,down,False
sparse,0.9,4,8,1,15.791974128632441,down,False
sparse,0.9,4,9,0,5.470182139285863,left,False
sparse,0.9,4,9,1,13.893205142680031,down,False
sparse,0.9,4,10,0,4.6726708125350465,left,False
sparse,0.9,4,10,1,12.596380617131368,down,False
sparse,0.9,4,11,0,3.9630780123762106,left,False
sparse,0.9,4,11,1,14.343376658402871,down,False
sparse,0.9,4,12,0,3.3367422999168603,left,False
sparse,0.9,4,12,1,15.760816079771832,down,False
sparse,0.9,4,13,0,2.6960296447651557,left,False
sparse,0.9,4,13,1,17.840528232821708,down,False
sparse,0.9,4,14,0,1.1936687751521442,down,False
sparse,0.9,4,14,1,18.07177491925295,down,False
sparse,0.9,4,15,0,1.241562042215504,down,False
sparse,0.9,4,15,1,17.748809275451574,down,False
sparse,0.9,4,16,0,0.9908484977066196,left,False
sparse,0.9,4,16,1,16.558228002528413,down,False
sparse,0.9,5,1,0,6.577543726176304,down,False
sparse,0.9,5,1,1,4.181522146008736,down,False
sparse,0.9,5,6,0,5.344595365586198,right,False
sparse,0.9,5,6,1,13.44066841761969,right,False
sparse,0.9,5,7,0,6.347308131024855,right,False
sparse,0.9,5,7,1,15.88086336900136,right,False
sparse,0.9,5,8,0,5.6205394818201,up,False
sparse,0.9,5,8,1,14.129280727770642,up,False
sparse,0.9,5,9,0,6.3473073328294864,left,False
sparse,0.9,5,9,1,15.886462799390674,left,False
sparse,0.9,5,10,0,5.275386431610313,left,False
sparse,0.9,5,10,1,14.104289243102645,right,False
sparse,0.9,5,11,0,4.374907041080137,left,False
sparse,0.9,5,11,1,16.515595771779974,down,False
sparse,0.9,5,12,0,3.625374897861793,left,False
sparse,0.9,5,12,1,18.686478666057805,down,False
sparse,0.9,5,13,0,2.4897466709506384,left,False
sparse,0.9,5,13,1,20.688326448485384,down,False
sparse,0.9,5,14,0,1.9851187823942844,left,False
sparse,0.9,5,14,1,21.470464643761602,down,False
sparse,0.9,5,15,0,1.5902159550808543,left,False
sparse,0.9,5,15,1,20.461262517348956,down,False
sparse,0.9,5,16,0,1.2524094303729028,left,False
sparse,0.9,5,16,1,18.973048121541964,down,False
sparse,0.9,6,1,0,7.879980354811902,down,False
sparse,0.9,6,1,1,5.151177999621059,right,False
sparse,0.9,6,2,0,7.248494912012315,down,False
sparse,0.9,6,2,1,6.086662300330591,right,False
sparse,0.9,6,3,0,7.46018109010304,down,False
sparse,0.9,6,3,1,7.1576716684274055,right,False
sparse,0.9,6,4,0,6.643736270848013,down,False
sparse,0.9,6,4,1,8.379033052373735,right,False
sparse,0.9,6,5,0,5.749854323500674,down,False
sparse,0.9,6,5,1,9.780238153003074,right,False
sparse,0.9,6,6,0,5.038050521671866,left,False
sparse,0.9,6,6,1,11.392860103798304,up,False
sparse,0.9,6,11,0,3.555019880076127,up,False
sparse,0.9,6,11,1,18.97837036104935,down,False
sparse,0.9,6,12,0,3.0570557921286254,up,False
sparse,0.9,6,12,1,21.441841203102673,down,False
sparse,0.9,6,13,0,2.520378627347589,left,False
sparse,0.9,6,13,1,23.853057709168937,down,False
sparse,0.9,6,14,0,2.0563443282903515,left,False
sparse,0.9,6,14,1,24.81528005116182,down,False
sparse,0.9,6,15,0,1.6576649773063794,left,False
sparse,0.9,6,15,1,23.5018699562106,down,False
sparse,0.9,6,16,0,1.3141953102343547,left,False
sparse,0.9,6,16,1,21.686055783391364,down,False
sparse,0.9,7,1,0,9.317246639996835,down,False
sparse,0.9,7,1,1,5.4716016693583,right,False
sparse,0.9,7,2,0,8.28872275273607,down,False
sparse,0.9,7,2,1,6.392656578145609,right,False
sparse,0.9,7,3,0,8.763722616174459,down,False
sparse,0.9,7,3,1,7.450860228442759,right,False
sparse,0.9,7,4,0,7.7150459494773305,down,False
sparse,0.9,7,4,1,8.590540083309833,right,False
sparse,0.9,7,5,0,6.6645743224637295,left,False
sparse,0.9,7,5,1,9.857304938866879,right,False
sparse,0.9,7,6,0,5.746020287206915,left,False
sparse,0.9,7,6,1,11.253294353495896,right,False
sparse,0.9,7,7,0,4.895382880803974,left,False
sparse,0.9,7,7,1,12.783167735095269,right,False
sparse,0.9,7,8,0,4.147088723562887,down,False
sparse,0.9,7,8,1,14.62398456312751,right,False
sparse,0.9,7,9,0,3.5472756306902893,down,False
sparse,0.9,7,9,1,16.684499116468015,right,False
sparse,0.9,7,10,0,3.042314807545257,down,False
sparse,0.9,7,10,1,18.991764026544924,right,False
sparse,0.9,7,11,0,2.9640989764698737,up,False
sparse,0.9,7,11,1,21.570210167049538,down,False
sparse,0.9,7,12,0,2.56307033484432,up,False
sparse,0.9,7,12,1,24.56529538442087,down,False
sparse,0.9,7,13,0,2.169125073660236,left,False
sparse,0.9,7,13,1,27.485995550396016,down,False
sparse,0.9,7,14,0,1.8112336242733535,left,False
sparse,0.9,7,14,1,28.6851896684412,down,False
sparse,0.9,7,15,0,1.4886402775561025,left,False
sparse,0.9,7,15,1,26.96770795986224,down,False
sparse,0.9,7,16,0,1.1995519760022266,left,False
sparse,0.9,7,16,1,24.734920092815535,down,False
sparse,0.9,8,1,0,11.00376304812621,down,False
sparse,0.9,8,1,1,5.614254590306293,right,False
sparse,0.9,8,2,0,9.39088266622313,left,False
sparse,0.9,8,2,1,6.447084518189647,right,False
sparse,0.9,8,3,0,10.310254768021183,down,False
sparse,0.9,8,3,1,8.016454647791251,right,False
sparse,0.9,8,4,0,8.925693368055406,left,False
sparse,0.9,8,4,1,9.32408391791159,right,False
sparse,0.9,8,5,0,7.691714996944333,left,False
sparse,0.9,8,5,1,10.830128561995078,right,False
sparse,0.9,8,6,0,6.601135867584014,left,False
sparse,0.9,8,6,1,12.489513054282838,right,False
sparse,0.9,8,7,0,5.640709052695968,left,False
sparse,0.9,8,7,1,14.371263927609853,right,False
sparse,0.9,8,8,0,4.8434020243450036,down,False
sparse,0.9,8,8,1,16.49985098432292,right,False
sparse,0.9,8,9,0,4.166985156792439,down,False
sparse,0.9,8,9,1,18.875823298594998,right,False
sparse,0.9,8,10,0,3.550404295695614,down,False
sparse,0.9,8,10,1,21.577266043113468,right,False
sparse,0.9,8,11,0,3.0423017534820787,left,False
sparse,0.9,8,11,1,24.65288169453141,down,False
sparse,0.9,8,12,0,2.5911644897937425,left,False
sparse,0.9,8,12,1,28.125328985903842,down,False
sparse,0.9,8,13,0,2.1875595123449143,left,False
sparse,0.9,8,13,1,31.657572077275596,down,False
sparse,0.9,8,14,0,1.8265842410205786,left,False
sparse,0.9,8,14,1,33.17271715627494,down,False
sparse,0.9,8,15,0,1.5040246680190406,left,False
sparse,0.9,8,15,1,30.916525112984907,down,False
sparse,0.9,8,16,0,1.2161488693415656,left,False
sparse,0.9,8,16,1,28.15511606677019,down,False
sparse,0.9,9,1,0,12.997562408103848,down,False
sparse,0.9,9,1,1,6.443439855194437,down,False
sparse,0.9,9,2,0,14.579869153622337,down,False
sparse,0.9,9,2,1,7.665534219409338,down,False
sparse,0.9,9,3,0,12.169115173522384,down,False
sparse,0.9,9,3,1,8.139297848167297,right,False
sparse,0.9,9,4,0,10.088397773635469,left,False
sparse,0.9,9,4,1,9.48047495308054,right,False
sparse,0.9,9,5,0,8.504489810252263,left,False
sparse,0.9,9,5,1,11.672463537926816,right,False
sparse,0.9,9,6,0,7.17732493261635,left,False
sparse,0.9,9,6,1,13.660072606545715,right,False
sparse,0.9,9,7,0,6.081186319590218,left,False
sparse,0.9,9,7,1,16.009845808208603,right,False
sparse,0.9,9,8,0,5.639874368737565,down,False
sparse,0.9,9,8,1,18.812217762811606,right,False
sparse,0.9,9,9,0,4.877142483317753,down,False
sparse,0.9,9,9,1,21.539853634124217,right,False
sparse,0.9,9,10,0,4.168845102459594,left,False
sparse,0.9,9,10,1,24.643694007353414,right,False
sparse,0.9,9,11,0,3.5471305855438646,left,False
sparse,0.9,9,11,1,28.166177974888676,right,False
sparse,0.9,9,12,0,3.000343301673966,left,False
sparse,0.9,9,12,1,32.16303909227946,down,False
sparse,0.9,9,13,0,2.5188869229333153,left,False
sparse,0.9,9,13,1,36.44548322844375,down,False
sparse,0.9,9,14,0,2.0947818438626484,left,False
sparse,0.9,9,14,1,38.390345012710405,down,False
sparse,0.9,9,15,0,1.7211821056019403,left,False
sparse,0.9,9,15,1,35.41252794848728,down,False
sparse,0.9,9,16,0,1.3921270058628454,left,False
sparse,0.9,9,16,1,31.984261611933654,down,False
sparse,0.9,10,1,0,15.549435510484013,down,False
sparse,0.9,10,1,1,8.130044706222355,down,False
sparse,0.9,10,2,0,17.24287246010552,down,False
sparse,0.9,10,2,1,8.962621980703862,down,False
sparse,0.9,10,3,0,14.637459930651637,left,False
sparse,0.9,10,3,1,7.687499596089932,left,False
sparse,0.9,10,4,0,12.37024939527074,left,False
sparse,0.9,10,4,1,9.190373924013189,right,False
sparse,0.9,10,5,0,7.206545150108155,up,False
sparse,0.9,10,5,1,10.694441007048267,right,False
sparse,0.9,10,6,0,6.222111568357315,up,False
sparse,0.9,10,6,1,12.32141610833404,right,False
sparse,0.9,10,7,0,7.602407333804311,down,False
sparse,0.9,10,7,1,18.605962061950432,right,False
sparse,0.9,10,8,0,6.602256633994232,down,False
sparse,0.9,10,8,1,21.317072862812324,right,False
sparse,0.9,10,9,0,5.686607959597234,left,False
sparse,0.9,10,9,1,24.417442799513434,right,False
sparse,0.9,10,10,0,4.864068087313402,left,False
sparse,0.9,10,10,1,28.02324357281502,right,False
sparse,0.9,10,11,0,4.130610599550777,left,False
sparse,0.9,10,11,1,32.11144973266265,right,False
sparse,0.9,10,12,0,3.4800497333438467,left,False
sparse,0.9,10,12,1,36.73331886663825,right,False
sparse,0.9,10,13,0,2.9084376624113077,left,False
sparse,0.9,10,13,1,41.938442581937025,down,False
sparse,0.9,10,14,0,2.4087853073201044,left,False
sparse,0.9,10,14,1,44.47656112053696,down,False
sparse,0.9,10,15,0,1.973077309990218,left,False
sparse,0.9,10,15,1,40.526129655929594,down,False
sparse,0.9,10,16,0,1.5935832398745269,left,False
sparse,0.9,10,16,1,36.26187576596635,down,False
sparse,0.9,11,1,0,17.76128860157077,down,False
sparse,0.9,11,1,1,9.419034311665271,down,False
sparse,0.9,11,2,0,20.313960931115712,down,False
sparse,0.9,11,2,1,10.609781935410771,down,False
sparse,0.9,11,7,0,9.094741938323153,down,False
sparse,0.9,11,7,1,21.297594199853155,down,False
sparse,0.9,11,8,0,7.895296339259266,down,False
sparse,0.9,11,8,1,23.815716094551206,down,False
sparse,0.9,11,9,0,6.600448440253213,left,False
sparse,0.9,11,9,1,26.690228889060474,right,False
sparse,0.9,11,10,0,5.494603302022549,left,False
sparse,0.9,11,10,1,30.945192273734477,right,False
sparse,0.9,11,11,0,4.5471091554019845,left,False
sparse,0.9,11,11,1,35.87226812159031,right,False
sparse,0.9,11,12,0,3.733102272407005,left,False
sparse,0.9,11,12,1,41.58851877042714,right,False
sparse,0.9,11,13,0,3.0678003482193272,left,False
sparse,0.9,11,13,1,48.23549080984897,down,False
sparse,0.9,11,14,0,2.513109160403606,left,False
sparse,0.9,11,14,1,51.603818915456884,down,False
sparse,0.9,11,15,0,2.0427277690618637,left,False
sparse,0.9,11,15,1,46.33287546686709,down,False
sparse,0.9,11,16,0,1.64084606837682,left,False
sparse,0.9,11,16,1,41.02910455277183,down,False
sparse,0.9,12,1,0,20.172939088373592,right,False
sparse,0.9,12,1,1,10.842278957539483,right,False
sparse,0.9,12,2,1,12.496095101630454,right,False
sparse,0.9,12,3,0,20.310740719558595,left,False
sparse,0.9,12,3,1,14.414415319901211,right,False
sparse,0.9,12,4,0,17.388382309987243,left,False
sparse,0.9,12,4,1,16.467282263185737,right,False
sparse,0.9,12,5,0,14.875380368894305,left,False
sparse,0.9,12,5,1,18.766622505986994,right,False
sparse,0.9,12,6,0,12.709510281102146,left,False
sparse,0.9,12,6,1,21.337209511136244,right,False
sparse,0.9,12,7,0,10.771720129639911,left,False
sparse,0.9,12,7,1,24.204717046328838,down,False
sparse,0.9,12,8,0,9.142679451649157,left,False
sparse,0.9,12,8,1,27.217794467429137,down,False
sparse,0.9,12,13,0,2.424525805214062,up,False
sparse,0.9,12,13,1,55.483583914054734,down,False
sparse,0.9,12,14,0,2.0833581336320095,up,False
sparse,0.9,12,14,1,59.989813820211715,down,False
sparse,0.9,12,15,0,1.7301357296905289,left,False
sparse,0.9,12,15,1,52.91098938156459,down,False
sparse,0.9,12,16,0,1.4073287007063393,left,False
sparse,0.9,12,16,1,46.32850882083934,left,False
sparse,0.9,13,1,0,17.747051567314376,up,False
sparse,0.9,13,1,1,12.193082181285346,right,False
sparse,0.9,13,2,0,20.170008695856616,up,False
sparse,0.9,13,2,1,14.031507745717894,right,False
sparse,0.9,13,3,0,17.728728684715485,up,False
sparse,0.9,13,3,1,16.118607906848567,right,False
sparse,0.9,13,4,0,15.441050933402247,left,False
sparse,0.9,13,4,1,18.480651724315383,right,False
sparse,0.9,13,5,0,13.410676361144477,left,False
sparse,0.9,13,5,1,21.164840360334125,right,False
sparse,0.9,13,6,0,11.615338779989475,left,False
sparse,0.9,13,6,1,24.216270908635778,right,False
sparse,0.9,13,7,0,10.026066142192043,left,False
sparse,0.9,13,7,1,27.687175955913823,right,False
sparse,0.9,13,8,0,8.627380975278742,left,False
sparse,0.9,13,8,1,31.638567265542942,down,False
sparse,0.9,13,9,0,7.265249152973944,left,False
sparse,0.9,13,9,1,36.0405387394325,down,False
sparse,0.9,13,10,0,6.044482897286937,left,False
sparse,0.9,13,10,1,43.55332030556073,right,False
sparse,0.9,13,11,0,3.2702271905850577,down,False
sparse,0.9,13,11,1,49.357748081941374,right,False
sparse,0.9,13,12,0,2.9563881778527596,down,False
sparse,0.9,13,12,1,55.76874390629731,right,False
sparse,0.9,13,13,0,2.509269360250775,left,False
sparse,0.9,13,13,1,62.89024738607049,down,False
sparse,0.9,13,14,0,2.101755573549823,left,False
sparse,0.9,13,14,1,69.90875308834163,down,False
sparse,0.9,13,15,0,1.6252486028879343,left,False
sparse,0.9,13,15,1,60.336583810930534,left,False
sparse,0.9,13,16,0,1.26616476861383,left,False
sparse,0.9,13,16,1,51.555300626259715,left,False
sparse,0.9,14,1,0,15.534799060817326,up,False
sparse,0.9,14,1,1,13.495461090998967,right,False
sparse,0.9,14,2,0,17.208777965304595,up,False
sparse,0.9,14,2,1,15.57179437377982,right,False
sparse,0.9,14,3,0,15.424886542380808,up,False
sparse,0.9,14,3,1,17.947125406115347,right,False
sparse,0.9,14,4,0,13.460131916758263,up,False
sparse,0.9,14,4,1,20.665680679867755,right,False
sparse,0.9,14,5,0,11.714838398826343,left,False
sparse,0.9,14,5,1,23.779214228639255,right,False
sparse,0.9,14,6,0,10.175509718513997,left,False
sparse,0.9,14,6,1,27.34617071528403,right,False
sparse,0.9,14,7,0,8.817415654800305,left,False
sparse,0.9,14,7,1,31.433144339481196,right,False
sparse,0.9,14,8,0,7.619691136133845,left,False
sparse,0.9,14,8,1,36.115379087446904,right,False
sparse,0.9,14,9,0,6.5518047445065974,left,False
sparse,0.9,14,9,1,41.47676230282385,right,False
sparse,0.9,14,10,0,5.105556070998574,left,False
sparse,0.9,14,10,1,47.6215873229165,right,False
sparse,0.9,14,11,0,4.236317769197895,left,False
sparse,0.9,14,11,1,55.02283491147329,right,False
sparse,0.9,14,12,0,3.522546511496576,left,False
sparse,0.9,14,12,1,62.87309818621995,right,False
sparse,0.9,14,13,0,2.916250552528025,left,False
sparse,0.9,14,13,1,71.7767675785458,right,False
sparse,0.9,14,14,0,2.3064378015820464,left,False
sparse,0.9,14,14,1,81.83102538973822,down,False
sparse,0.9,14,16,0,0.7702910163438508,up,False
sparse,0.9,14,16,1,44.92660542793536,up,False
sparse,0.9,15,1,0,13.537638811650051,up,False
sparse,0.9,15,1,1,14.293241617353507,right,False
sparse,0.9,15,2,0,14.713288831256314,up,False
sparse,0.9,15,2,1,16.52253760291289,right,False
sparse,0.9,15,3,0,13.384235590983316,up,False
sparse,0.9,15,3,1,19.079562277713283,right,False
sparse,0.9,15,4,0,11.71245872951184,up,False
sparse,0.9,15,4,1,22.015419778434538,right,False
sparse,0.9,15,5,0,10.184250513971008,up,False
sparse,0.9,15,5,1,25.390396457829823,right,False
sparse,0.9,15,6,0,8.83828423511085,left,False
sparse,0.9,15,6,1,29.27602676755943,right,False
sparse,0.9,15,7,0,7.652252274143817,left,False
sparse,0.9,15,7,1,33.75806178319089,right,False
sparse,0.9,15,8,0,6.607639743361543,left,False
sparse,0.9,15,8,1,38.94043528349854,right,False
sparse,0.9,15,9,0,5.68616336358415,left,False
sparse,0.9,15,9,1,44.9507882641672,right,False
sparse,0.9,15,10,0,4.825035491088875,left,False
sparse,0.9,15,10,1,51.94830399061404,right,False
sparse,0.9,15,11,0,4.066632788069628,left,False
sparse,0.9,15,11,1,60.13340988911327,right,False
sparse,0.9,15,12,0,3.403586462970471,left,False
sparse,0.9,15,12,1,69.71820642333556,right,False
sparse,0.9,15,13,0,2.8242535758657805,left,False
sparse,0.9,15,13,1,81.09230036875465,right,False
sparse,0.9,15,14,1,94.71711669804534,right,False
sparse,0.9,15,15,1,0.0,,True
sparse,0.9,16,1,0,11.747825609434841,up,False
sparse,0.9,16,1,1,14.249144945181296,right,False
sparse,0.9,16,2,0,12.593570668862977,up,False
sparse,0.9,16,2,1,16.486569659101615,right,False
sparse,0.9,16,3,0,11.585537838992156,up,False
sparse,0.9,16,3,1,19.035763896555984,right,False
sparse,0.9,16,4,0,10.17185392540556,up,False
sparse,0.9,16,4,1,21.9380340845441,right,False
sparse,0.9,16,5,0,8.846502607197138,left,False
sparse,0.9,16,5,1,25.239198940105588,right,False
sparse,0.9,16,6,0,7.66475544872738,left,False
sparse,0.9,16,6,1,28.989632436515837,right,False
sparse,0.9,16,7,0,6.612446843688635,left,False
sparse,0.9,16,7,1,33.244059872429254,right,False
sparse,0.9,16,8,0,5.691621152510534,up,False
sparse,0.9,16,8,1,38.060929060310336,right,False
sparse,0.9,16,9,0,4.877781348424951,up,False
sparse,0.9,16,9,1,43.501119818566025,right,False
sparse,0.9,16,10,0,4.127753587982378,left,False
sparse,0.9,16,10,1,49.62562234877782,right,False
sparse,0.9,16,11,0,3.459318169531405,left,False
sparse,0.9,16,11,1,56.49162358087854,right,False
sparse,0.9,16,12,0,2.8731296613960846,up,False
sparse,0.9,16,12,1,64.14634801191565,right,False
sparse,0.9,16,13,0,2.3467641422168803,up,False
sparse,0.9,16,13,1,72.622969601032,right,False
sparse,0.9,16,14,0,1.7191099785318948,left,False
sparse,0.9,16,14,1,81.91471569965442,up,False
sparse,0.9,16,16,0,-9.999991791689899,up,False
sparse,0.9,16,16,1,-9.999991791689899,up,False
sparse,0.99,1,1,0,73.38817668707972,down,False
sparse,0.99,1,1,1,71.07711343424108,right,False
sparse,0.99,1,2,0,72.69431194649408,down,False
sparse,0.99,1,2,1,72.1120596328348,right,False
sparse,0.99,1,3,0,71.71861318609592,down,False
sparse,0.99,1,3,1,73.15174883178847,right,False
sparse,0.99,1,4,0,71.27877382874469,down,False
sparse,0.99,1,4,1,74.1954117032332,right,False
sparse,0.99,1,5,0,72.04749749086506,down,False
sparse,0.99,1,5,1,75.24301906347854,right,False
sparse,0.99,1,6,0,73.04805236975037,down,False
sparse,0.99,1,6,1,76.30010578959133,down,False
sparse,0.99,1,7,0,74.01814158706947,down,False
sparse,0.99,1,7,1,77.31796507731406,down,False
sparse,0.99,1,8,0,74.62834348219887,down,False
sparse,0.99,1,8,1,77.98908381409498,down,False
sparse,0.99,1,9,0,74.01703588953039,down,False
sparse,0.99,1,9,1,77.53142094940151,down,False
sparse,0.99,1,10,0,73.04346599988307,down,False
sparse,0.99,1,10,1,77.18049852633105,down,False
sparse,0.99,1,11,0,72.02277094104164,left,False
sparse,0.99,1,11,1,77.72125599064492,down,False
sparse,0.99,1,12,0,71.01200701670413,left,False
sparse,0.99,1,12,1,78.14771672585553,down,False
sparse,0.99,1,13,0,70.0057622874018,left,False
sparse,0.99,1,13,1,78.16866975156242,down,False
sparse,0.99,1,14,0,69.00509185991345,left,False
sparse,0.99,1,14,1,79.0859142848836,down,False
sparse,0.99,1,15,0,68.011199088034,left,False
sparse,0.99,1,15,1,79.22563348233825,down,False
sparse,0.99,1,16,0,67.02513985774178,left,False
sparse,0.99,1,16,1,78.66029702376599,down,False
sparse,0.99,2,1,0,74.64142716206553,down,False
sparse,0.99,2,1,1,71.89624217218221,right,False
sparse,0.99,2,2,0,73.77366129930515,down,False
sparse,0.99,2,2,1,72.99778438795636,right,False
sparse,0.99,2,3,0,72.68343143225667,left,False
sparse,0.99,2,3,1,74.11070331798689,right,False
sparse,0.99,2,4,0,72.15395059561305,down,False
sparse,0.99,2,4,1,75.2282307710919,right,False
sparse,0.99,2,5,0,73.05447183991672,right,False
sparse,0.99,2,5,1,76.30582212967515,right,False
sparse,0.99,2,6,0,74.10044709726623,down,False
sparse,0.99,2,6,1,77.39465701976368,down,False
sparse,0.99,2,7,0,75.12396262339203,down,False
sparse,0.99,2,7,1,78.46380720523878,down,False
sparse,0.99,2,8,0,75.84957185860542,down,False
sparse,0.99,2,8,1,79.24115479476026,down,False
sparse,0.99,2,9,0,75.12313983687407,down,False
sparse,0.99,2,9,1,78.6232731031557,down,False
sparse,0.99,2,10,0,74.09788525714194,down,False
sparse,0.99,2,10,1,78.16980241068995,down,False
sparse,0.99,2,11,0,73.05142975728403,left,False
sparse,0.99,2,11,1,78.84313469782632,down,False
sparse,0.99,2,12,0,72.01801754288321,left,False
sparse,0.99,2,12,1,79.31138141082954,down,False
sparse,0.99,2,13,0,70.94628549211446,left,False
sparse,0.99,2,13,1,79.16987409280209,right,False
sparse,0.99,2,14,0,69.88913165817956,left,False
sparse,0.99,2,14,1,80.30792710192856,down,False
sparse,0.99,2,15,0,68.84906692189074,left,False
sparse,0.99,2,15,1,80.44035172068428,down,False
sparse,0.99,2,16,0,67.82607408184236,left,False
sparse,0.99,2,16,1,79.82271452482533,down,False
sparse,0.99,3,1,0,75.93223914695683,down,False
sparse,0.99,3,1,1,72.17538087808998,right,False
sparse,0.99,3,2,0,74.85921754856976,left,False
sparse,0.99,3,2,1,73.36377228747573,right,False
sparse,0.99,3,3,0,73.2782725028635,left,False
sparse,0.99,3,3,1,74.62546881752569,right,False
sparse,0.99,3,4,0,73.01249769149985,right,False
sparse,0.99,3,4,1,76.24923116938467,right,False
sparse,0.99,3,5,0,74.08298472006281,right,False
sparse,0.99,3,5,1,77.37570588624162,right,False
sparse,0.99,3,6,0,75.16512889570537,down,False
sparse,0.99,3,6,1,78.50058549950404,right,False
sparse,0.99,3,7,0,76.23599841762719,down,False
sparse,0.99,3,7,1,79.61724979242538,down,False
sparse,0.99,3,8,0,77.11503625636244,down,False
sparse,0.99,3,8,1,80.54234071241062,down,False
sparse,0.99,3,9,0,76.23527977577662,down,False
sparse,0.99,3,9,1,79.72170244926278,down,False
sparse,0.99,3,10,0,75.16237735772762,down,False
sparse,0.99,3,10,1,79.14220711918274,down,False
sparse,0.99,3,11,0,74.09747788347958,left,False
sparse,0.99,3,11,1,79.99052714582812,down,False
sparse,0.99,3,12,0,73.04137859051058,left,False
sparse,0.99,3,12,1,80.5152696219158,down,False
sparse,0.99,3,13,0,71.48934476462796,left,False
sparse,0.99,3,13,1,80.07371235020187,right,False
