reward_mode,gamma,lambda,epsilon_schedule,seed,row,column,has_key,q_up,q_down,q_left,q_right,max_q,best_action,is_terminal
sparse,0.9,0.0,exponential,3,5,16,1,-0.658532427622186,-0.5750492463223547,-0.5494618072302095,-1.278470053765506,-0.5494618072302095,left,False
sparse,0.9,0.0,exponential,3,6,1,0,-2.266053522457614,-1.997151402350343,-2.7482784799662188,-1.5637299909372087,-1.5637299909372087,right,False
sparse,0.9,0.0,exponential,3,6,1,1,-1.2554232162756715,-0.9983684576407135,-2.118956004738694,-0.8615129682447374,-0.8615129682447374,right,False
sparse,0.9,0.0,exponential,3,6,2,0,-2.342154390857977,-1.4813604044214894,-1.8711141160486595,-1.7986699869525145,-1.4813604044214894,down,False
sparse,0.9,0.0,exponential,3,6,2,1,-1.4981685190257557,-0.859752412386905,-0.9415304472459134,-0.9327582310524456,-0.859752412386905,down,False
sparse,0.9,0.0,exponential,3,6,3,0,-2.351967121278308,-1.4579164915846323,-1.8114861507624591,-1.7588141580813994,-1.4579164915846323,down,False
sparse,0.9,0.0,exponential,3,6,3,1,-1.2669283377472387,-0.7487118861265043,-0.7629815374024113,-0.7855633048697372,-0.7487118861265043,down,False
sparse,0.9,0.0,exponential,3,6,4,0,-2.3433114149068777,-1.3890029361694767,-1.828982138191558,-1.5972924385462648,-1.3890029361694767,down,False
sparse,0.9,0.0,exponential,3,6,4,1,-1.5198908859688711,-0.7278379400294533,-0.7435695320483908,-0.7885124970902725,-0.7278379400294533,down,False
sparse,0.9,0.0,exponential,3,6,5,0,-2.302077745284091,-1.223480293353927,-1.5984233704149176,-1.5830258099928367,-1.223480293353927,down,False
sparse,0.9,0.0,exponential,3,6,5,1,-1.4746768728518622,-0.6575700371310038,-0.9412981816339248,-1.0961121245485468,-0.6575700371310038,down,False
sparse,0.9,0.0,exponential,3,6,6,0,-1.6648175755668446,-1.478614129129322,-1.2840253798411347,-1.8939457883036441,-1.2840253798411347,left,False
sparse,0.9,0.0,exponential,3,6,6,1,-0.7610744384823077,-0.7193962030015159,-0.6781204437174282,-1.1093614809600563,-0.6781204437174282,left,False
sparse,0.9,0.0,exponential,3,6,11,0,-1.4421059679000001,-1.3347132157885953,-1.9644941585301279,-1.2919178721110063,-1.2919178721110063,right,False
sparse,0.9,0.0,exponential,3,6,11,1,-0.4770704324446871,-0.4868639727294,-1.1355092606742703,-0.4729360887148958,-0.4729360887148958,right,False
sparse,0.9,0.0,exponential,3,6,12,0,-1.407285790948553,-1.319021909045876,-1.3964131972457499,-1.3188444351040687,-1.3188444351040687,right,False
sparse,0.9,0.0,exponential,3,6,12,1,-0.5364089277493188,-0.5105537737181464,-0.47117020423860945,-0.4647911473786769,-0.4647911473786769,right,False
sparse,0.9,0.0,exponential,3,6,13,0,-1.44712799932584,-1.1916125553685,-1.3497939889699024,-1.7863775803600412,-1.1916125553685,down,False
sparse,0.9,0.0,exponential,3,6,13,1,-1.580227082578851,-0.4637758580743324,-0.4578815461956794,-0.45812509566826193,-0.4578815461956794,left,False
sparse,0.9,0.0,exponential,3,6,14,0,-1.360346990652924,-1.2305526347506128,-1.3371060138119906,-1.4005412044322005,-1.2305526347506128,down,False
sparse,0.9,0.0,exponential,3,6,14,1,-0.4830563429508861,-0.8917252417293762,-0.5198346091559899,-0.44458819524428356,-0.44458819524428356,right,False
sparse,0.9,0.0,exponential,3,6,15,0,-1.4855390775370745,-1.3277506128226282,-1.242898099200803,-1.500809677807805,-1.242898099200803,left,False
sparse,0.9,0.0,exponential,3,6,15,1,-0.4618962457028447,-0.41587051716874335,-0.4824285076170558,-0.41013345876363233,-0.41013345876363233,right,False
sparse,0.9,0.0,exponential,3,6,16,0,-1.6671766358779962,-1.4799134389920194,-1.3308351008972705,-2.260870040587303,-1.3308351008972705,left,False
sparse,0.9,0.0,exponential,3,6,16,1,-0.4873909883971021,-0.47544725875094207,-0.5044063562327138,-0.9847611466555712,-0.47544725875094207,down,False
sparse,0.9,0.0,exponential,3,7,1,0,-2.038242682086835,-2.1761432402925482,-2.6043498096444084,-1.7952823744246234,-1.7952823744246234,right,False
