reward_mode,gamma,converged,iterations,execution_time,final_delta,state_count,start_state_value,start_state_action
sparse,0.5,True,25,0.648543499999505,9.084886967158923e-07,471,-0.2971000002705925,right
sparse,0.9,True,133,3.3622490000052494,9.120344550694881e-07,471,2.9404710676109396,down
sparse,0.99,True,1376,32.73881109999638,9.963056015749316e-07,471,73.38817668707972,down
shaped,0.5,True,26,0.9327893999943626,4.925611454265066e-07,471,0.4912324581606009,down
shaped,0.9,True,133,4.389453899995715,9.120344550694881e-07,471,6.613535777525195,down
shaped,0.99,True,1376,45.28232420000131,9.963056015749316e-07,471,84.38662053868724,down
