reward_mode,gamma,lambda,trace_type,epsilon_schedule,seed,episode,step,state_row,state_column,has_key_before,selected_action,executed_action,reward,next_row,next_column,has_key_after,next_action,done,event,epsilon,alpha,current_old_q,next_action_q,td_target,td_error,trace_row,trace_column,trace_has_key,trace_action,eligibility_before_decay,eligibility_after_decay,trace_old_q,update_amount,trace_new_q,active_traces_before_decay,active_traces_after_decay
sparse,0.9,0.7,replacing,exponential,3,3000,5,3,1,0,right,right,-0.1,3,2,0,up,False,normal_move,0.05,0.1,-1.3437868115738458,0.5235137871340958,0.37116240842068626,1.7149492199945322,1,1,0,right,0.15752961000000001,0.09924365430000001,0.1864408000720809,0.027015528179554292,0.21345632825163519,5,5
sparse,0.9,0.7,replacing,exponential,3,3000,5,3,1,0,right,right,-0.1,3,2,0,up,False,normal_move,0.05,0.1,-1.3437868115738458,0.5235137871340958,0.37116240842068626,1.7149492199945322,1,2,0,down,0.250047,0.15752961000000001,0.36667474209415196,0.04288179076119729,0.40955653285534926,5,5
sparse,0.9,0.7,replacing,exponential,3,3000,5,3,1,0,right,right,-0.1,3,2,0,up,False,normal_move,0.05,0.1,-1.3437868115738458,0.5235137871340958,0.37116240842068626,1.7149492199945322,2,2,0,up,0.39690000000000003,0.250047,-0.30021287906443683,0.06806633454158299,-0.23214654452285383,5,5
sparse,0.9,0.7,replacing,exponential,3,3000,5,3,1,0,right,right,-0.1,3,2,0,up,False,normal_move,0.05,0.1,-1.3437868115738458,0.5235137871340958,0.37116240842068626,1.7149492199945322,2,1,0,right,0.63,0.39690000000000003,0.3388377783690818,0.10804180085965553,0.44687957922873733,5,5
sparse,0.9,0.7,replacing,exponential,3,3000,5,3,1,0,right,right,-0.1,3,2,0,up,False,normal_move,0.05,0.1,-1.3437868115738458,0.5235137871340958,0.37116240842068626,1.7149492199945322,3,1,0,right,1.0,0.63,-1.3437868115738458,0.17149492199945324,-1.1722918895743926,5,5
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,1,1,0,right,0.09924365430000001,0.062523502209,0.21345632825163519,0.000666033032790702,0.21412236128442588,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,1,2,0,down,0.15752961000000001,0.09924365430000001,0.40955653285534926,0.0010571952901439715,0.41061372814549324,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,2,2,0,up,0.250047,0.15752961000000001,-0.23214654452285383,0.0016780877621332879,-0.23046845676072053,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,2,1,0,right,0.39690000000000003,0.250047,0.44687957922873733,0.0026636313684655364,0.44954321059720287,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,3,1,0,right,0.63,0.39690000000000003,-1.1722918895743926,0.004227986299151645,-1.168063903275241,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,6,3,2,0,up,up,-0.1,2,2,0,right,False,normal_move,0.05,0.1,0.5235137871340958,0.7673607564126927,0.5906246807714235,0.0671108936373277,3,2,0,up,1.0,0.63,0.5235137871340958,0.0067110893637327695,0.5302248764978286,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,1,1,0,right,0.062523502209,0.03938980639167,0.21412236128442588,-0.002439406755628805,0.21168295452879707,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,1,2,0,down,0.09924365430000001,0.062523502209,0.41061372814549324,-0.0038720742152838173,0.40674165393020945,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,2,1,0,right,0.250047,0.15752961000000001,0.44954321059720287,-0.009755792933443731,0.4397874176637591,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,3,1,0,right,0.39690000000000003,0.250047,-1.168063903275241,-0.015485385608640843,-1.1835492888838817,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,3,2,0,up,0.63,0.39690000000000003,0.5302248764978286,-0.024579977156572768,0.5056448993412558,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,7,2,2,0,right,down,-0.1,3,2,0,up,False,normal_move,0.05,0.1,0.7673607564126927,0.5302248764978286,0.3772023888480457,-0.39015836756464706,2,2,0,right,1.0,0.63,0.7673607564126927,-0.03901583675646471,0.728344919656228,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,1,1,0,right,0.03938980639167,0.024815578026752102,0.21168295452879707,0.0007105977117145835,0.21239355224051165,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,1,2,0,down,0.062523502209,0.03938980639167,0.40674165393020945,0.0011279328757374343,0.40786958680594687,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,2,1,0,right,0.15752961000000001,0.09924365430000001,0.4397874176637591,0.002841856577821704,0.44262927424158083,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,3,1,0,right,0.250047,0.15752961000000001,-1.1835492888838817,0.004510883456859847,-1.1790384054270218,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,3,2,0,up,1.0,0.63,0.5056448993412558,0.01804014228069062,0.5236850416219464,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,8,3,2,0,up,right,-0.1,3,3,0,up,False,normal_move,0.05,0.1,0.5056448993412558,0.8733848023868466,0.686046322148162,0.1804014228069062,2,2,0,right,0.63,0.39690000000000003,0.728344919656228,0.01136528963683509,0.7397102092930632,6,6
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,1,1,0,right,0.024815578026752102,0.015633814156853824,0.21239355224051165,-9.911274633974365e-05,0.2122944394941719,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,1,2,0,down,0.03938980639167,0.024815578026752102,0.40786958680594687,-0.0001573218195868947,0.40771226498636,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,2,1,0,right,0.09924365430000001,0.062523502209,0.44262927424158083,-0.000396376466583257,0.4422328977749976,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,3,1,0,right,0.15752961000000001,0.09924365430000001,-1.1790384054270218,-0.0006291689945765984,-1.1796675744215983,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,3,2,0,up,0.63,0.39690000000000003,0.5236850416219464,-0.002516202932155148,0.5211688386897912,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,2,2,0,right,0.39690000000000003,0.250047,0.7397102092930632,-0.0015852078472577435,0.7381250014458054,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,9,3,3,0,up,up,-0.1,2,3,0,right,False,normal_move,0.05,0.1,0.8733848023868466,1.037161192561132,0.8334450733050188,-0.039939729081827746,3,3,0,up,1.0,0.63,0.8733848023868466,-0.003993972908182775,0.8693908294786638,7,7
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,1,1,0,right,0.015633814156853824,0.00984930291881791,0.2122944394941719,2.7683942646874287e-05,0.21232212343681878,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,1,2,0,down,0.024815578026752102,0.015633814156853824,0.40771226498636,4.394276610614966e-05,0.4077562077524661,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,2,1,0,right,0.062523502209,0.03938980639167,0.4422328977749976,0.0001107149561757361,0.44234361273117334,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,3,1,0,right,0.09924365430000001,0.062523502209,-1.1796675744215983,0.0001757380256757716,-1.1794918363959226,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,3,2,0,up,0.39690000000000003,0.250047,0.5211688386897912,0.0007028199725482473,0.5218716586623395,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,2,2,0,right,0.250047,0.15752961000000001,0.7381250014458054,0.0004427765827053958,0.7385677780285108,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,3,3,0,up,0.63,0.39690000000000003,0.8693908294786638,0.0011155872580130908,0.8705064167366768,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,10,2,3,0,right,right,-0.1,2,4,0,right,False,normal_move,0.05,0.1,1.037161192561132,1.2831876964614533,1.054868926815308,0.017707734254176044,2,3,0,right,1.0,0.63,1.037161192561132,0.0017707734254176046,1.0389319659865495,8,8
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,1,1,0,right,0.00984930291881791,0.006205060838855283,0.21232212343681878,-0.0007142398783129135,0.21160788355850588,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,1,2,0,down,0.015633814156853824,0.00984930291881791,0.4077562077524661,-0.00113371409256018,0.40662249365990594,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,2,1,0,right,0.03938980639167,0.024815578026752102,0.44234361273117334,-0.0028564225058205594,0.43948719022535276,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,3,1,0,right,0.062523502209,0.03938980639167,-1.1794918363959226,-0.004534003977492952,-1.1840258403734156,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,3,2,0,up,0.250047,0.15752961000000001,0.5218716586623395,-0.018132606979859592,0.5037390516824799,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,2,2,0,right,0.15752961000000001,0.09924365430000001,0.7385677780285108,-0.011423542397311543,0.7271442356311992,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,3,3,0,up,0.39690000000000003,0.250047,0.8705064167366768,-0.028781915841046973,0.8417245008956299,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,2,3,0,right,0.63,0.39690000000000003,1.0389319659865495,-0.04568558070007456,0.9932463852864749,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,11,2,4,0,right,right,-0.1,2,5,0,up,False,normal_move,0.05,0.1,1.2831876964614533,0.7311330542680247,0.5580197488412222,-0.7251679476202311,2,4,0,right,1.0,0.63,1.2831876964614533,-0.0725167947620231,1.2106709016994301,9,9
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,1,1,0,right,0.006205060838855283,0.003909188328478828,0.21160788355850588,0.00017759107607580484,0.2117854746345817,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,1,2,0,down,0.00984930291881791,0.006205060838855283,0.40662249365990594,0.000281890596945722,0.40690438425685166,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,2,1,0,right,0.024815578026752102,0.015633814156853824,0.43948719022535276,0.000710230780916407,0.4401974210062692,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,3,1,0,right,0.03938980639167,0.024815578026752102,-1.1840258403734156,0.0011273504458990588,-1.1828984899275166,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,3,2,0,up,0.15752961000000001,0.09924365430000001,0.5037390516824799,0.004508554175411258,0.5082476058578912,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,2,2,0,right,0.09924365430000001,0.062523502209,0.7271442356311992,0.0028403891305090927,0.7299846247617083,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,3,3,0,up,0.250047,0.15752961000000001,0.8417245008956299,0.007156435199065489,0.8488809360946954,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,2,3,0,right,0.39690000000000003,0.250047,0.9932463852864749,0.0113594209508976,1.0046058062373726,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,2,4,0,right,0.63,0.39690000000000003,1.2106709016994301,0.018030826906186667,1.2287017286056168,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,12,2,5,0,up,up,-0.1,1,5,0,down,False,normal_move,0.05,0.1,0.7311330542680247,1.2414851732816972,1.0173366559535273,0.28620360168550263,2,5,0,up,1.0,0.63,0.7311330542680247,0.028620360168550265,0.759753414436575,10,10
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,1,1,0,right,0.003909188328478828,0.0024627886469416617,0.2117854746345817,2.9866388493682602e-05,0.21181534102307537,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,1,2,0,down,0.006205060838855283,0.003909188328478828,0.40690438425685166,4.7406965862988256e-05,0.40695179122271463,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,2,1,0,right,0.015633814156853824,0.00984930291881791,0.4401974210062692,0.00011944309867218003,0.44031686410494136,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,3,1,0,right,0.024815578026752102,0.015633814156853824,-1.1828984899275166,0.0001895922201145715,-1.182708897707402,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,3,2,0,up,0.09924365430000001,0.062523502209,0.5082476058578912,0.0007582263339075113,0.5090058321917987,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,2,2,0,right,0.062523502209,0.03938980639167,0.7299846247617083,0.00047768259036173215,0.7304623073520701,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,3,3,0,up,0.15752961000000001,0.09924365430000001,0.8488809360946954,0.001203533863345256,0.8500844699580407,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,2,3,0,right,0.250047,0.15752961000000001,1.0046058062373726,0.0019103712116591365,1.0065161774490317,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,2,4,0,right,0.39690000000000003,0.250047,1.2287017286056168,0.003032335256601804,1.2317340638622185,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,2,5,0,up,0.63,0.39690000000000003,0.759753414436575,0.00481323056603461,0.7645666450026096,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,13,1,5,0,down,down,-0.1,2,5,0,down,False,normal_move,0.05,0.1,1.2414851732816972,1.5754285093964997,1.3178856584568497,0.07640048517515252,1,5,0,down,1.0,0.63,1.2414851732816972,0.007640048517515253,1.2491252217992124,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,1,1,0,right,0.0024627886469416617,0.001551556847573247,0.21181534102307537,2.5102331730908456e-06,0.21181785125624847,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,1,2,0,down,0.003909188328478828,0.0024627886469416617,0.40695179122271463,3.9844971001441995e-06,0.4069557757198148,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,2,1,0,right,0.00984930291881791,0.006205060838855283,0.44031686410494136,1.0039045351837237e-05,0.4403269031502932,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,3,1,0,right,0.015633814156853824,0.00984930291881791,-1.182708897707402,1.593499262196387e-05,-1.1826929627147802,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,3,2,0,up,0.062523502209,0.03938980639167,0.5090058321917987,6.372798962580582e-05,0.5090695601814246,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,2,2,0,right,0.03938980639167,0.024815578026752102,0.7304623073520701,4.014863346425767e-05,0.7305024559855343,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,3,3,0,up,0.09924365430000001,0.062523502209,0.8500844699580407,0.00010115553908858068,0.8501856254971293,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,2,3,0,right,0.15752961000000001,0.09924365430000001,1.0065161774490317,0.00016056434775965186,1.0066767417967912,11,11
sparse,0.9,0.7,replacing,exponential,3,3000,14,2,5,0,down,down,-0.1,3,5,0,right,False,normal_move,0.05,0.1,1.5754285093964997,1.8729123943796164,1.5856211549416548,0.010192645545155088,2,4,0,right,0.250047,0.15752961000000001,1.2317340638622185,0.00025486404406293943,1.2319889279062815,11,11
